time,station,bewd_i,bewd_i_flag,bewd_ii,bewd_ii_flag,bewd_iii,bewd_iii_flag,bewm_i,bewm_i_flag,bewm_ii,bewm_ii_flag,bewm_iii,bewm_iii_flag,bewm_mittel,bewm_mittel_flag,bft6,bft6_flag,bft8,bft8_flag,cglo_j,cglo_j_flag,dampf_i,dampf_i_flag,dampf_ii,dampf_ii_flag,dampf_iii,dampf_iii_flag,dampf_mittel,dampf_mittel_flag,dd32_i,dd32_i_flag,dd32_ii,dd32_ii_flag,dd32_iii,dd32_iii_flag,erdb_i,erdb_i_flag,erdb_ii,erdb_ii_flag,erdb_iii,erdb_iii_flag,ffx,ffx_flag,gew,gew_flag,glatt,glatt_flag,nebel,nebel_flag,p_i,p_i_flag,p_ii,p_ii_flag,p_iii,p_iii_flag,p_mittel,p_mittel_flag,raureif,raureif_flag,reif,reif_flag,rfb_i,rfb_i_flag,rfb_ii,rfb_ii_flag,rfb_iii,rfb_iii_flag,rfb_mittel,rfb_mittel_flag,rf_i,rf_i_flag,rf_ii,rf_ii_flag,rf_iii,rf_iii_flag,rf_mittel,rf_mittel_flag,rr,rra_manu,rra_manu_flag,rra_manu_i,rra_manu_i_flag,rra_manu_iii,rra_manu_iii_flag,rr_flag,rr_i,rr_i_flag,rr_iii,rr_iii_flag,sh,sha_manu,sha_manu_flag,sh_flag,sh_manu,sh_manu_flag,shneu_manu,shneu_manu_flag,sicht_i,sicht_i_flag,sicht_ii,sicht_ii_flag,sicht_iii,sicht_iii_flag,so_h,so_h_flag,tau,tau_flag,tl_i,tl_i_flag,tl_ii,tl_ii_flag,tl_iii,tl_iii_flag,tlmax,tlmax_flag,tlmin,tlmin_flag,tl_mittel,tl_mittel_flag,tsmin,tsmin_flag,vvbft_i,vvbft_i_flag,vvbft_ii,vvbft_ii_flag,vvbft_iii,vvbft_iii_flag,vv_mittel,vv_mittel_flag,zeitx,zeitx_flag,substation
2007-02-12T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,8.0,20,7.0,20.0,10.0,20.0,83.0,20,0.0,,0.0,,621.0,20,5.9,20,6.8,20.0,7.3,20.0,6.7,20.0,32.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,4.3,20,0.0,,0.0,,0.0,,962.8,20,957.4,20.0,956.3,20.0,958.8,20.0,0.0,,1.0,,,,,,,,,,91,20,59.0,20.0,68.0,20.0,73.0,20.0,7.3,1.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,60000.0,20,50000.0,20.0,30000.0,20.0,2.4,20,1.0,,0.8,20,9.1,20.0,8.1,20.0,11.5,20.0,0.2,20.0,5.9,20.0,-2.1,20,1.0,20,2.0,20,1.0,20,1.5,20,1346.0,20,16412
2007-02-13T00:00+00:00,30,2.0,20,1.0,20.0,1.0,20.0,10.0,20,7.0,20.0,6.0,20.0,77.0,20,0.0,,0.0,,798.0,20,8.1,20,6.1,20.0,5.3,20.0,6.5,20.0,4.0,20,24.0,20,28.0,20,2.0,20,1.0,20.0,1.0,20.0,11.0,20,0.0,,0.0,,0.0,,957.1,20,958.7,20.0,963.2,20.0,959.7,20.0,0.0,,0.0,,,,,,,,,,94,20,40.0,20.0,46.0,20.0,60.0,20.0,0.0,1.0,20.0,1.0,20,0.0,20.0,20.0,7.3,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,60000.0,20,60000.0,20.0,80000.0,20.0,4.4,20,0.0,,4.9,20,13.2,20.0,9.0,20.0,13.3,20.0,4.7,20.0,9.0,20.0,3.4,20,1.0,20,2.0,20,1.0,20,1.5,20,1426.0,20,16412
2007-02-14T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,3.0,20,1.0,20.0,10.0,20.0,47.0,20,0.0,,0.0,,1114.0,20,6.5,20,5.7,20.0,6.0,20.0,6.1,20.0,0.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,7.2,20,0.0,,0.0,,0.0,,969.8,20,966.7,20.0,964.9,20.0,967.1,20.0,0.0,,0.0,,,,,,,,,,88,20,39.0,20.0,59.0,20.0,62.0,20.0,-1,0.0,20.0,1.0,20,0.0,20.0,20.0,0.0,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,80000.0,20,80000.0,20.0,30000.0,20.0,8.8,20,1.0,,2.7,20,12.7,20.0,7.2,20.0,13.5,20.0,2.6,20.0,8.1,20.0,0.1,20,0.0,20,2.0,20,2.0,20,1.5,20,1508.0,20,16412
2007-02-15T00:00+00:00,30,1.0,20,2.0,20.0,1.0,20.0,10.0,20,7.0,20.0,4.0,20.0,70.0,20,0.0,,0.0,,632.0,20,6.5,20,8.5,20.0,5.6,20.0,6.9,20.0,12.0,20,32.0,20,28.0,20,1.0,20,2.0,20.0,1.0,20.0,10.2,20,0.0,,0.0,,0.0,,965.5,20,970.8,20.0,974.3,20.0,970.2,20.0,0.0,,0.0,,,,,,,,,,70,20,61.0,20.0,52.0,20.0,61.0,20.0,0.3,1.0,20.0,0.0,20,1.0,20.0,20.0,-1,20,0.3,20.0,,0.0,20,,-1.0,20,-1.0,20,60000.0,20,60000.0,20.0,60000.0,20.0,3.2,20,0.0,,5.9,20,11.9,20.0,8.1,20.0,12.6,20.0,5.4,20.0,9.0,20.0,3.2,20,1.0,20,1.0,20,2.0,20,1.5,20,1510.0,20,16412
2007-02-16T00:00+00:00,30,2.0,20,1.0,20.0,1.0,20.0,9.0,20,8.0,20.0,5.0,20.0,73.0,20,0.0,,0.0,,641.0,20,6.0,20,6.5,20.0,6.4,20.0,6.3,20.0,32.0,20,28.0,20,12.0,20,1.0,20,1.0,20.0,1.0,20.0,12.3,20,0.0,,0.0,,0.0,,976.6,20,978.5,20.0,980.3,20.0,978.5,20.0,0.0,,0.0,,,,,,,,,,65,20,57.0,20.0,69.0,20.0,64.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,80000.0,20,60000.0,20.0,15000.0,20.0,1.4,20,0.0,,5.9,20,8.8,20.0,5.9,20.0,9.5,20.0,4.3,20.0,6.9,20.0,0.9,20,2.0,20,4.0,20,1.0,20,3.2,20,1101.0,20,16412
2007-02-17T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,9.0,20,8.0,20.0,5.0,20.0,73.0,20,0.0,,0.0,,508.0,20,5.3,20,6.5,20.0,5.6,20.0,5.8,20.0,4.0,20,12.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,5.1,20,0.0,,0.0,,0.0,,980.7,20,979.9,20.0,980.6,20.0,980.4,20.0,0.0,,1.0,,,,,,,,,,91,20,70.0,20.0,80.0,20.0,80.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,25000.0,20,20000.0,20.0,10000.0,20.0,1.5,20,0.0,,-0.7,20,5.9,20.0,1.8,20.0,6.7,20.0,-1.5,20.0,2.6,20.0,-3.7,20,1.0,20,1.0,20,1.0,20,1.0,20,1515.0,20,16412
2007-02-18T00:00+00:00,30,2.0,20,2.0,20.0,2.0,20.0,10.0,20,9.0,20.0,9.0,20.0,93.0,20,0.0,,0.0,,440.0,20,5.5,20,6.5,20.0,6.5,20.0,6.2,20.0,32.0,20,12.0,20,12.0,20,1.0,20,1.0,20.0,1.0,20.0,5.1,20,0.0,,0.0,,0.0,,979.5,20,975.4,20.0,972.7,20.0,975.9,20.0,0.0,,1.0,,,,,,,,,,88,20,81.0,20.0,83.0,20.0,84.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,35000.0,20,6000.0,20.0,2000.0,20.0,0.1,20,0.0,,0.4,20,3.7,20.0,3.5,20.0,4.2,20.0,-1.1,20.0,1.6,20.0,-3.6,20,1.0,20,2.0,20,1.0,20,1.5,20,1329.0,20,16412
2007-02-19T00:00+00:00,30,2.0,20,1.0,20.0,0.0,20.0,10.0,20,3.0,20.0,2.0,20.0,50.0,20,0.0,,0.0,,1110.0,20,5.0,20,6.1,20.0,6.2,20.0,5.8,20.0,8.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,6.4,20,0.0,,0.0,,1.0,,968.7,20,968.3,20.0,970.4,20.0,969.1,20.0,0.0,,1.0,,,,,,,,,,97,20,50.0,20.0,79.0,20.0,75.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,200.0,20,30000.0,20.0,8000.0,20.0,8.0,20,1.0,,-2.4,20,10.0,20.0,3.4,20.0,11.3,20.0,-2.7,20.0,4.3,20.0,-4.1,20,1.0,20,2.0,20,2.0,20,2.1,20,1707.0,20,16412
2007-02-20T00:00+00:00,30,0.0,20,1.0,20.0,0.0,20.0,7.0,20,4.0,20.0,2.0,20.0,43.0,20,0.0,,0.0,,1153.0,20,6.0,20,6.7,20.0,6.7,20.0,6.5,20.0,12.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,4.5,20,0.0,,0.0,,0.0,,969.1,20,968.1,20.0,969.3,20.0,968.8,20.0,0.0,,0.0,,,,,,,,,,90,20,51.0,20.0,71.0,20.0,71.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,2100.0,20,40000.0,20.0,40000.0,20.0,9.1,20,1.0,,1.1,20,11.0,20.0,6.1,20.0,12.1,20.0,0.9,20.0,6.5,20.0,-1.8,20,1.0,20,1.0,20,1.0,20,1.0,20,1445.0,20,16412
2007-02-21T00:00+00:00,30,1.0,20,0.0,20.0,0.0,20.0,3.0,20,1.0,20.0,1.0,20.0,17.0,20,0.0,,0.0,,1204.0,20,5.4,20,7.9,20.0,7.9,20.0,7.1,20.0,4.0,20,16.0,20,8.0,20,3.0,20,1.0,20.0,1.0,20.0,5.7,20,0.0,,0.0,,0.0,,970.3,20,969.8,20.0,970.6,20.0,970.2,20.0,0.0,,0.0,,,,,,,,,,92,20,49.0,20.0,82.0,20.0,74.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,50000.0,20,25000.0,20.0,25000.0,20.0,9.7,20,0.0,,-0.6,20,14.1,20.0,6.4,20.0,14.6,20.0,-0.8,20.0,6.9,20.0,-3.4,20,1.0,20,2.0,20,2.0,20,2.1,20,1427.0,20,16412
2007-02-22T00:00+00:00,30,2.0,20,1.0,20.0,1.0,20.0,10.0,20,4.0,20.0,10.0,20.0,80.0,20,0.0,,0.0,,1051.0,20,6.1,20,6.6,20.0,8.0,20.0,6.9,20.0,4.0,20,16.0,20,8.0,20,1.0,20,1.0,20.0,1.0,20.0,5.6,20,0.0,,0.0,,1.0,,968.5,20,967.6,20.0,969.1,20.0,968.4,20.0,0.0,,0.0,,,,,,,,,,93,20,43.0,20.0,71.0,20.0,69.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,200.0,20,40000.0,20.0,20000.0,20.0,7.5,20,1.0,,0.9,20,13.4,20.0,8.8,20.0,14.7,20.0,0.5,20.0,7.6,20.0,-0.9,20,1.0,20,1.0,20,2.0,20,1.5,20,1504.0,20,16412
2007-02-23T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,10.0,20,10.0,20.0,10.0,20.0,100.0,20,0.0,,0.0,,609.0,20,8.0,20,8.2,20.0,7.7,20.0,8.0,20.0,4.0,20,12.0,20,12.0,20,1.0,20,1.0,20.0,1.0,20.0,4.6,20,0.0,,0.0,,0.0,,970.1,20,969.2,20.0,969.7,20.0,969.7,20.0,0.0,,0.0,,,,,,,,,,85,20,61.0,20.0,63.0,20.0,70.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,8000.0,20,10000.0,20.0,6000.0,20.0,0.4,20,0.0,,6.1,20,11.4,20.0,10.0,20.0,11.6,20.0,5.3,20.0,8.5,20.0,2.6,20,1.0,20,1.0,20,1.0,20,1.0,20,2310.0,20,16412
2007-02-24T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,10.0,20,10.0,20.0,10.0,20.0,100.0,20,0.0,,0.0,,261.0,20,7.9,20,7.8,20.0,7.5,20.0,7.7,20.0,8.0,20,12.0,20,12.0,20,1.0,20,1.0,20.0,1.0,20.0,5.0,20,0.0,,0.0,,0.0,,969.9,20,968.2,20.0,968.3,20.0,968.8,20.0,0.0,,0.0,,,,,,,,,,85,20,77.0,20.0,77.0,20.0,80.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,4000.0,20,8000.0,20.0,6000.0,20.0,0.0,20,1.0,,5.9,20,7.1,20.0,6.5,20.0,10.0,20.0,5.4,20.0,7.7,20.0,4.3,20,1.0,20,1.0,20,2.0,20,1.5,20,1855.0,20,16412
2007-02-25T00:00+00:00,30,2.0,20,2.0,20.0,2.0,20.0,10.0,20,10.0,20.0,10.0,20.0,100.0,20,0.0,,0.0,,229.0,20,6.5,20,7.0,20.0,7.1,20.0,6.9,20.0,12.0,20,12.0,20,8.0,20,1.0,20,1.0,20.0,1.0,20.0,3.8,20,0.0,,0.0,,0.0,,967.5,20,964.5,20.0,963.8,20.0,965.3,20.0,0.0,,0.0,,,,,,,,,,86,20,89.0,20.0,85.0,20.0,87.0,20.0,11.2,1.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,4000.0,20,5000.0,20.0,4000.0,20.0,0.0,20,0.0,,3.0,20,3.6,20.0,4.4,20.0,6.5,20.0,2.8,20.0,4.7,20.0,2.3,20,1.0,20,1.0,20,1.0,20,1.0,20,957.0,20,16412
2007-02-26T00:00+00:00,30,2.0,20,1.0,20.0,1.0,20.0,10.0,20,9.0,20.0,7.0,20.0,87.0,20,0.0,,0.0,,730.0,20,6.7,20,7.2,20.0,7.4,20.0,7.1,20.0,16.0,20,20.0,20,12.0,20,2.0,20,1.0,20.0,1.0,20.0,4.3,20,0.0,,0.0,,0.0,,962.2,20,962.9,20.0,964.4,20.0,963.2,20.0,0.0,,0.0,,,,,,,,,,93,20,78.0,20.0,88.0,20.0,86.0,20.0,-1,0.0,20.0,1.0,20,0.0,20.0,20.0,11.2,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,3300.0,20,10000.0,20.0,6000.0,20.0,2.7,20,1.0,,2.2,20,5.9,20.0,4.4,20.0,7.3,20.0,2.1,20.0,4.7,20.0,2.0,20,1.0,20,1.0,20,1.0,20,1.0,20,1504.0,20,16412
2007-02-27T00:00+00:00,30,2.0,20,2.0,20.0,1.0,20.0,10.0,20,8.0,20.0,10.0,20.0,93.0,20,0.0,,0.0,,699.0,20,5.9,20,5.9,20.0,4.9,20.0,5.6,20.0,8.0,20,24.0,20,32.0,20,1.0,20,1.0,20.0,1.0,20.0,7.6,20,0.0,,0.0,,1.0,,967.9,20,968.5,20.0,969.2,20.0,968.5,20.0,0.0,,1.0,,,,,,,,,,95,20,50.0,20.0,51.0,20.0,65.0,20.0,0.0,1.0,20.0,0.0,20,1.0,20.0,20.0,-1,20,0.0,20.0,,0.0,20,,-1.0,20,-1.0,20,200.0,20,50000.0,20.0,25000.0,20.0,2.9,20,1.0,,0.3,20,9.3,20.0,6.4,20.0,9.7,20.0,0.1,20.0,4.9,20.0,-1.7,20,1.0,20,1.0,20,1.0,20,1.0,20,1559.0,20,16412
2007-02-28T00:00+00:00,30,1.0,20,2.0,20.0,1.0,20.0,9.0,20,9.0,20.0,3.0,20.0,70.0,20,0.0,,0.0,,804.0,20,6.2,20,7.6,20.0,7.6,20.0,7.1,20.0,32.0,20,16.0,20,8.0,20,1.0,20,1.0,20.0,1.0,20.0,5.7,20,0.0,,0.0,,0.0,,963.1,20,960.7,20.0,961.2,20.0,961.7,20.0,0.0,,1.0,,,,,,,,,,89,20,56.0,20.0,72.0,20.0,72.0,20.0,-1,0.0,20.0,1.0,20,0.0,20.0,20.0,0.0,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,60000.0,20,50000.0,20.0,40000.0,20.0,4.0,20,1.0,,1.8,20,11.5,20.0,7.7,20.0,12.2,20.0,1.8,20.0,7.0,20.0,-0.7,20,1.0,20,1.0,20,1.0,20,1.0,20,29.0,20,16412
2007-03-01T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,9.0,20,10.0,20.0,10.0,20.0,97.0,20,0.0,,0.0,,707.0,20,7.0,20,8.0,20.0,7.6,20.0,7.5,20.0,28.0,20,12.0,20,20.0,20,1.0,20,1.0,20.0,1.0,20.0,6.6,20,0.0,,0.0,,0.0,,961.6,20,958.3,20.0,956.5,20.0,958.8,20.0,0.0,,0.0,,,,,,,,,,88,20,59.0,20.0,55.0,20.0,67.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,60000.0,20,50000.0,20.0,40000.0,20.0,3.2,20,1.0,,3.7,20,11.4,20.0,11.7,20.0,14.8,20.0,2.0,20.0,8.4,20.0,-0.6,20,1.0,20,1.0,20,1.0,20,1.0,20,1507.0,20,16412
2007-03-02T00:00+00:00,30,2.0,20,2.0,20.0,1.0,20.0,10.0,20,7.0,20.0,3.0,20.0,67.0,20,0.0,,0.0,,631.0,20,8.1,20,9.1,20.0,5.6,20.0,7.6,20.0,32.0,20,16.0,20,24.0,20,1.0,20,1.0,20.0,1.0,20.0,11.3,20,0.0,,0.0,,0.0,,957.2,20,960.2,20.0,966.4,20.0,961.3,20.0,0.0,,0.0,,,,,,,,,,84,20,73.0,20.0,48.0,20.0,68.0,20.0,1.7,1.0,20.0,0.0,20,1.0,20.0,20.0,-1,20,1.7,20.0,,0.0,20,,-1.0,20,-1.0,20,8000.0,20,50000.0,20.0,20000.0,20.0,2.4,20,0.0,,6.4,20,10.3,20.0,9.2,20.0,11.7,20.0,3.6,20.0,7.7,20.0,1.0,20,1.0,20,1.0,20,2.0,20,1.5,20,1712.0,20,16412
2007-03-03T00:00+00:00,30,1.0,20,2.0,20.0,1.0,20.0,10.0,20,10.0,20.0,2.0,20.0,73.0,20,0.0,,0.0,,505.0,20,6.3,20,7.6,20.0,8.0,20.0,7.3,20.0,32.0,20,16.0,20,8.0,20,1.0,20,1.0,20.0,1.0,20.0,4.8,20,0.0,,0.0,,0.0,,965.0,20,961.5,20.0,963.1,20.0,963.2,20.0,0.0,,0.0,,,,,,,,,,84,20,69.0,20.0,80.0,20.0,78.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,80000.0,20,40000.0,20.0,20000.0,20.0,0.9,20,1.0,,2.8,20,8.4,20.0,7.0,20.0,9.7,20.0,0.6,20.0,5.2,20.0,-2.2,20,1.0,20,1.0,20,1.0,20,1.0,20,2317.0,20,16412
2007-03-04T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,2.0,20,3.0,20.0,1.0,20.0,20.0,20,0.0,,0.0,,1543.0,20,5.4,20,5.8,20.0,5.3,20.0,5.5,20.0,32.0,20,32.0,20,8.0,20,1.0,20,1.0,20.0,1.0,20.0,14.3,20,0.0,,0.0,,0.0,,972.6,20,976.7,20.0,978.1,20.0,975.8,20.0,0.0,,0.0,,,,,,,,,,50,20,38.0,20.0,49.0,20.0,46.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,100000.0,20,80000.0,20.0,50000.0,20.0,9.2,20,0.0,,8.1,20,13.4,20.0,8.2,20.0,13.9,20.0,3.5,20.0,8.7,20.0,1.0,20,1.0,20,2.0,20,1.0,20,1.5,20,42.0,20,16412
2007-03-05T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,8.0,20,2.0,20.0,8.0,20.0,60.0,20,0.0,,0.0,,1423.0,20,5.5,20,7.3,20.0,7.5,20.0,6.8,20.0,4.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,4.4,20,0.0,,0.0,,0.0,,977.1,20,975.5,20.0,977.9,20.0,976.8,20.0,0.0,,0.0,,,,,,,,,,89,20,50.0,20.0,63.0,20.0,67.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,50000.0,20,50000.0,20.0,30000.0,20.0,9.5,20,0.0,,0.1,20,12.6,20.0,9.5,20.0,14.7,20.0,-0.2,20.0,7.3,20.0,-2.7,20,1.0,20,1.0,20,1.0,20,1.0,20,1509.0,20,16412
2007-03-06T00:00+00:00,30,1.0,20,1.0,20.0,1.0,20.0,6.0,20,1.0,20.0,2.0,20.0,30.0,20,0.0,,0.0,,1321.0,20,7.2,20,9.5,20.0,8.1,20.0,8.3,20.0,32.0,20,16.0,20,16.0,20,1.0,20,1.0,20.0,1.0,20.0,8.0,20,0.0,,0.0,,0.0,,980.3,20,974.7,20.0,972.6,20.0,975.9,20.0,0.0,,0.0,,,,,,,,,,89,20,52.0,20.0,55.0,20.0,65.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,20000.0,20,50000.0,20.0,50000.0,20.0,8.2,20,1.0,,4.0,20,16.0,20.0,12.7,20.0,17.9,20.0,4.0,20.0,11.0,20.0,0.5,20,1.0,20,1.0,20,1.0,20,1.0,20,1657.0,20,16412
2007-03-07T00:00+00:00,30,1.0,20,2.0,20.0,2.0,20.0,6.0,20,9.0,20.0,10.0,20.0,83.0,20,0.0,,0.0,,819.0,20,7.3,20,9.7,20.0,10.2,20.0,9.1,20.0,4.0,20,16.0,20,16.0,20,1.0,20,1.0,20.0,1.0,20.0,9.5,20,0.0,,0.0,,0.0,,968.0,20,964.0,20.0,964.0,20.0,965.3,20.0,0.0,,0.0,,,,,,,,,,86,20,59.0,20.0,71.0,20.0,72.0,20.0,1.4,1.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,30000.0,20,30000.0,20.0,15000.0,20.0,5.0,20,1.0,,4.7,20,14.5,20.0,12.4,20.0,16.0,20.0,3.6,20.0,9.8,20.0,0.5,20,1.0,20,2.0,20,1.0,20,1.5,20,1254.0,20,16412
2007-03-08T00:00+00:00,30,2.0,20,2.0,20.0,2.0,20.0,10.0,20,10.0,20.0,10.0,20.0,100.0,20,0.0,,0.0,,282.0,20,10.8,20,10.8,20.0,8.6,20.0,10.1,20.0,8.0,20,28.0,20,28.0,20,2.0,20,2.0,20.0,2.0,20.0,9.8,20,0.0,,0.0,,0.0,,966.0,20,970.3,20.0,975.3,20.0,970.5,20.0,0.0,,0.0,,,,,,,,,,93,20,89.0,20.0,85.0,20.0,89.0,20.0,13.1,1.0,20.0,1.0,20,1.0,20.0,20.0,1.4,20,12.7,20.0,,0.0,20,,-1.0,20,-1.0,20,3300.0,20,15000.0,20.0,10000.0,20.0,0.0,20,1.0,,9.1,20,9.8,20.0,7.1,20.0,12.4,20.0,7.1,20.0,9.8,20.0,7.4,20,1.0,20,1.0,20,3.0,20,2.1,20,1734.0,20,16412
2007-03-09T00:00+00:00,30,1.0,20,2.0,20.0,1.0,20.0,8.0,20,8.0,20.0,9.0,20.0,83.0,20,0.0,,0.0,,953.0,20,6.7,20,5.9,20.0,6.4,20.0,6.3,20.0,28.0,20,32.0,20,24.0,20,2.0,20,1.0,20.0,1.0,20.0,8.1,20,0.0,,0.0,,0.0,,980.8,20,979.4,20.0,979.4,20.0,979.9,20.0,0.0,,0.0,,,,,,,,,,66,20,42.0,20.0,55.0,20.0,54.0,20.0,-1,0.0,20.0,1.0,20,0.0,20.0,20.0,0.4,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,50000.0,20,50000.0,20.0,30000.0,20.0,3.8,20,0.0,,7.2,20,12.0,20.0,9.1,20.0,12.2,20.0,5.9,20.0,9.1,20.0,3.9,20,2.0,20,2.0,20,1.0,20,2.1,20,942.0,20,16412
2007-03-10T00:00+00:00,30,1.0,20,2.0,20.0,1.0,20.0,1.0,20,8.0,20.0,7.0,20.0,53.0,20,0.0,,0.0,,1365.0,20,5.2,20,5.7,20.0,6.4,20.0,5.8,20.0,32.0,20,28.0,20,32.0,20,1.0,20,1.0,20.0,1.0,20.0,11.9,20,0.0,,0.0,,0.0,,981.6,20,982.9,20.0,986.0,20.0,983.5,20.0,0.0,,0.0,,,,,,,,,,82,20,39.0,20.0,58.0,20.0,60.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,50000.0,20,50000.0,20.0,50000.0,20.0,8.2,20,1.0,,0.6,20,12.7,20.0,8.5,20.0,13.9,20.0,0.2,20.0,7.1,20.0,-2.3,20,1.0,20,3.0,20,2.0,20,2.6,20,1257.0,20,16412
2007-03-11T00:00+00:00,30,1.0,20,1.0,20.0,0.0,20.0,9.0,20,1.0,20.0,2.0,20.0,40.0,20,0.0,,0.0,,1398.0,20,5.2,20,5.6,20.0,5.8,20.0,5.5,20.0,4.0,20,16.0,20,4.0,20,1.0,20,1.0,20.0,1.0,20.0,10.2,20,0.0,,0.0,,0.0,,988.6,20,987.1,20.0,986.9,20.0,987.5,20.0,0.0,,0.0,,,,,,,,,,72,20,41.0,20.0,56.0,20.0,56.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,50000.0,20,50000.0,20.0,50000.0,20.0,9.2,20,0.0,,2.3,20,11.6,20.0,7.6,20.0,13.0,20.0,2.1,20.0,7.6,20.0,0.1,20,1.0,20,1.0,20,1.0,20,1.0,20,1000.0,20,16412
2007-03-12T00:00+00:00,30,0.0,20,1.0,20.0,0.0,20.0,1.0,20,1.0,20.0,1.0,20.0,10.0,20,0.0,,0.0,,1641.0,20,5.1,20,7.5,20.0,8.0,20.0,6.9,20.0,32.0,20,16.0,20,0.0,20,1.0,20,1.0,20.0,1.0,20.0,5.7,20,0.0,,0.0,,0.0,,985.8,20,983.1,20.0,982.5,20.0,983.8,20.0,0.0,,1.0,,,,,,,,,,83,20,44.0,20.0,62.0,20.0,63.0,20.0,-1,0.0,20.0,0.0,20,0.0,20.0,20.0,-1,20,-1,20.0,,0.0,20,,-1.0,20,-1.0,20,80000.0,20,80000.0,20.0,80000.0,20.0,10.9,20,1.0,,0.0,20,15.0,20.0,10.7,20.0,16.1,20.0,-0.7,20.0,7.7,20.0,-3.3,20,1.0,20,2.0,20,0.0,20,1.0,20,1446.0,20,16412
